lat,long,PVOUT_csi (kWh/kWp),DNI (kWh/m2),GHI (kWh/m2),DIF (kWh/m2),GTI_opta (kWh/m2),OPTA (°),TEMP (°C),ELE (m)
20.0,79.5,1579.771484375, 1426.53125, 1901.203125, 905.1171875, 2036.21875, 23, 27.75, 195
23.5,78.5,1617.0030517578125, 1532.515625, 1894.6015625, 860.2265625, 2066.765625, 26, 24.875, 584
19.0,83.5,1521.7587890625, 1318.234375, 1824.890625, 871.7890625, 1935.15625, 23, 24.4375, 474
25.5,85.5,1453.9627685546875, 1109.421875, 1733.9453125, 948.75, 1847.0390625, 23, 25.875, 50
26.0,76.5,1616.3138427734375, 1485.578125, 1893.0390625, 893.390625, 2073.8046875, 27, 25.625, 312
17.5,78.0,1585.753662109375, 1406.5546875, 1924.953125, 930.4921875, 2031.40625, 21, 26, 586
35.5,76.5,1431.0804443359375, 1207.0859375, 1471.5, 700.7890625, 1635.03125, 32, -14.5, 5231
18.0,81.0,1554.549072265625, 1380.5390625, 1882.6875, 903.1328125, 1997.84375, 22, 28.1875, 134
27.5,85.5,1329.7479248046875, 1053.5390625, 1462.671875, 769.4921875, 1576.65625, 28, 11.875, 2331
34.0,76.0,1526.367919921875, 1383.1640625, 1566.8515625, 626.28125, 1749.5, 33, -15.125, 5393
26.5,75.0,1677.6727294921875, 1609.8515625, 1943.8515625, 879.8671875, 2157.3984375, 29, 25.875, 387
26.5,84.0,1441.6761474609375, 1111.1015625, 1710.78125, 934.359375, 1831.9375, 24, 25.4375, 75
29.0,78.0,1505.059326171875, 1233.5625, 1750.8828125, 922.2890625, 1909.6796875, 27, 24.375, 224
27.0,72.0,1757.05517578125, 1753.5078125, 2034.0703125, 876.1875, 2268.203125, 30, 27.125, 232
22.5,83.5,1617.4942626953125, 1511.25, 1896.359375, 864.7578125, 2060.4375, 26, 24.4375, 554
12.5,78.5,1563.564697265625, 1371.9453125, 1952.6640625, 939.1328125, 2003.734375, 15, 26.75, 422
14.5,77.5,1620.061767578125, 1502.28125, 2002.7421875, 923.4375, 2087.0546875, 19, 27.5625, 420
11.5,77.5,1595.43701171875, 1416.9765625, 2002.6171875, 942.078125, 2051.9609375, 14, 28, 200
33.0,76.0,1480.789794921875, 1513.078125, 1641.9609375, 681.2109375, 1829.15625, 32, 4.3125, 2853
33.0,75.5,1410.30859375, 1307.765625, 1570.078125, 697.4453125, 1751.6484375, 32, 10, 2102
28.5,77.5,1506.3663330078125, 1201.71875, 1755.3515625, 945.109375, 1910.5078125, 27, 24.8125, 194
20.5,82.5,1561.133056640625, 1429.5078125, 1845.3359375, 864.671875, 1982.171875, 24, 24.4375, 718
27.5,75.5,1662.788818359375, 1533.1484375, 1908.328125, 900.0390625, 2122.1953125, 29, 24.6875, 488
16.0,77.5,1598.016357421875, 1426.828125, 1962.984375, 943.234375, 2061.671875, 20, 28.25, 345
18.0,76.5,1582.552734375, 1363.71875, 1919.0234375, 955.5, 2029.078125, 21, 26.125, 614
20.5,73.5,1579.7867431640625, 1484.78125, 1898.828125, 866.7890625, 2039.5390625, 24, 25.6875, 284
26.5,84.5,1434.728515625, 1103.3671875, 1706.1640625, 933.0859375, 1823.5703125, 24, 25.625, 71
25.0,81.0,1550.972900390625, 1339.203125, 1837.3671875, 915.7578125, 1985.5546875, 25, 25.6875, 233
33.0,77.0,1736.0965576171875, 1337.5703125, 1591.8203125, 656.8984375, 1741.296875, 35, -14, 5415
21.0,82.0,1593.8734130859375, 1459.421875, 1902.6953125, 888.2109375, 2046.3125, 25, 26.75, 277
21.5,72.5,1716.753662109375, 1673.6796875, 2017.5390625, 866.0859375, 2165.515625, 23, 26.625, -8
18.0,72.5,1639.57763671875, 1467.3671875, 1958.171875, 914.2109375, 2067.78125, 20, 27.125, -36
16.5,75.5,1606.7635498046875, 1436.203125, 1962.8046875, 941.859375, 2064.59375, 20, 27, 541
24.0,79.5,1602.571533203125, 1478.9375, 1885.375, 878.78125, 2051.953125, 26, 25.5625, 340
22.0,83.5,1553.142333984375, 1393.265625, 1857.75, 895.3984375, 1997.375, 24, 26.5625, 283
21.0,83.5,1556.6212158203125, 1369.7109375, 1866.3046875, 906.4375, 2002.4375, 24, 27.75, 148
19.5,81.5,1581.67529296875, 1483.2421875, 1881.3828125, 853.84375, 2024.71875, 24, 25.25, 564
20.5,73.0,1614.2637939453125, 1491.1328125, 1922.53125, 895.5859375, 2062.1875, 24, 26.5625, 33
18.0,72.0,1655.5638427734375, 1512.9140625, 1978.9296875, 905.65625, 2090.6328125, 21, 27.25, -39
22.0,83.0,1586.315185546875, 1432.0625, 1885.6875, 893.3203125, 2036.015625, 25, 26.75, 233
20.5,74.5,1613.30615234375, 1500.265625, 1944.9140625, 905.6796875, 2081.5, 23, 26.4375, 443
25.5,85.0,1458.183349609375, 1118.96875, 1737.953125, 948.109375, 1853.0703125, 23, 25.875, 57
34.5,78.5,1553.3143310546875, 1222.0390625, 1523.921875, 683.4453125, 1724.046875, 34, -15.375, 5542
30.0,77.0,1507.7554931640625, 1256.5546875, 1742.6640625, 907.6015625, 1912.9453125, 28, 24.0625, 260
14.5,78.5,1545.288330078125, 1320.3125, 1905.3203125, 916.75, 1962.1484375, 18, 29.0625, 217
23.5,78.0,1605.634033203125, 1490.5390625, 1890.140625, 878.25, 2057.890625, 26, 25.5, 436
19.0,73.5,1473.0792236328125, 1281.9296875, 1791.7890625, 866.671875, 1905.1328125, 23, 25.625, 176
23.5,84.5,1594.245849609375, 1476.6015625, 1854.4921875, 859.8046875, 2019.3125, 26, 22.5625, 765
18.0,74.5,1607.52490234375, 1434.5703125, 1957.1875, 944.1328125, 2067.875, 21, 26.5, 550
25.0,84.0,1511.8599853515625, 1223.1953125, 1800.1640625, 940.71875, 1927.84375, 24, 25.875, 102
30.5,76.0,1512.0443115234375, 1263.1796875, 1748.9375, 910.84375, 1920.296875, 28, 23.9375, 243
27.0,72.5,1762.681640625, 1790.4453125, 2033.71875, 858.515625, 2271.765625, 30, 26.6875, 284
18.0,81.5,1552.0814208984375, 1388.3359375, 1879.171875, 892.65625, 1998.28125, 23, 28.125, 87
16.5,75.0,1609.7303466796875, 1447.1015625, 1964.90625, 938.3359375, 2068.875, 21, 26.5, 549
21.0,76.0,1618.1812744140625, 1480.1640625, 1945.8203125, 915.75, 2085.140625, 24, 26.75, 289
12.0,78.5,1551.1761474609375, 1358.96875, 1946.4453125, 936.9140625, 1989.234375, 14, 26.6875, 383
34.5,75.0,1488.76171875, 1331.171875, 1585.1328125, 656.6953125, 1782.2734375, 32, 2.3125, 3021
27.5,77.0,1546.225341796875, 1286.9296875, 1802.53125, 935.9453125, 1973.6953125, 28, 25.4375, 214
20.5,77.0,1598.14794921875, 1447.4296875, 1930.078125, 920.234375, 2062.4609375, 23, 27.1875, 317
23.5,82.0,1625.757568359375, 1555.2890625, 1898.3359375, 846.546875, 2067.2265625, 26, 23.375, 701
27.5,75.0,1667.8472900390625, 1543.78125, 1916.5, 900.859375, 2132.9453125, 30, 25.1875, 429
19.5,81.0,1569.735595703125, 1488.6171875, 1867.8046875, 837.2421875, 2003.84375, 24, 23.875, 763
26.5,83.5,1453.01220703125, 1131.046875, 1722.6171875, 933.625, 1845.3671875, 24, 25.4375, 73
23.5,82.5,1617.8509521484375, 1527.5859375, 1876.15625, 850.125, 2047.1796875, 27, 22.875, 807
34.0,78.0,1743.4241943359375, 1803.8046875, 1758.6015625, 621.6484375, 2005.34375, 33, -13.1875, 5290
11.0,75.0,1556.935302734375, 1268.4375, 1908.8671875, 955.359375, 1956.8125, 14, 27.1875, -905
16.5,76.5,1608.150390625, 1428.7734375, 1965.6171875, 949.796875, 2069.859375, 21, 27.5625, 476
21.5,82.0,1587.66259765625, 1435.0234375, 1889.9375, 895.578125, 2035.328125, 25, 26.875, 273
34.0,76.5,1841.9168701171875, 1828.7109375, 1807.1328125, 600.4140625, 2061.4765625, 34, -14.875, 5666
22.0,74.5,1630.066162109375, 1473.3203125, 1896.3515625, 834.1328125, 2009.875, 25, 24.4375, 460
26.5,83.0,1469.5145263671875, 1162.4375, 1741.2734375, 935.2734375, 1868.6640625, 24, 25.5, 81
26.5,85.0,1428.037841796875, 1090.4765625, 1697.40625, 934.671875, 1813.90625, 24, 25.625, 66
25.0,75.5,1657.27099609375, 1599.40625, 1947.9609375, 867.578125, 2133.0078125, 27, 25.5, 445
22.5,73.5,1656.4189453125, 1663.2109375, 1969.0390625, 848.8046875, 2139.0234375, 26, 26.8125, 130
18.0,83.0,1508.712890625, 1265.09375, 1828.6640625, 913.515625, 1930.2734375, 21, 27, 104
20.5,81.5,1596.8497314453125, 1481.953125, 1904.7890625, 878.25, 2051.9140625, 25, 26.5625, 362
33.0,76.5,1516.774169921875, 519.96875, 927.609375, 492.265625, 1002.4765625, 31, 2.3125, 2590
26.5,79.0,1528.3017578125, 1242.578125, 1799.53125, 946.296875, 1948.3203125, 26, 25.4375, 147
26.0,80.5,1517.6055908203125, 1227.734375, 1799.46875, 948.625, 1937.265625, 25, 25.75, 119
16.0,75.5,1613.779541015625, 1463.4921875, 1962.5859375, 925.7421875, 2065.0625, 21, 25.875, 664
20.5,75.5,1553.587890625, 1424.40625, 1914.6875, 883.7109375, 2022.890625, 23, 25.875, 433
26.0,75.5,1658.9228515625, 1581.78125, 1940.3125, 877.1171875, 2140.2734375, 28, 26.25, 322
26.0,80.0,1517.673583984375, 1232.7421875, 1798.1953125, 946.7734375, 1939, 25, 25.875, 125
23.0,83.5,1614.078125, 1534, 1884.9453125, 848.546875, 2053.6953125, 27, 23.375, 667
16.0,75.0,1600.2308349609375, 1446.8828125, 1945.2265625, 921, 2046.734375, 20, 25.375, 676
25.0,72.5,1756.1962890625, 1899.8203125, 2049.4609375, 797.8125, 2275.109375, 29, 26.25, 204
26.0,85.5,1422.3775634765625, 1063.6328125, 1693.4609375, 946, 1806.2890625, 23, 25.75, 54
25.5,74.5,1717.08837890625, 1749.0859375, 1994.6171875, 836.8125, 2207.703125, 29, 25.5625, 461
22.0,73.0,1655.3980712890625, 1633.6875, 1972.671875, 866.40625, 2135.25, 25, 27.5, 19
35.0,75.5,1732.8701171875, 1861.6796875, 1759.5625, 612, 2025.8125, 35, -6.1875, 4211
26.5,74.0,1722.9622802734375, 1742.25, 1993.7265625, 849.3046875, 2219.5703125, 29, 26.125, 315
33.0,75.0,1531.3785400390625, 1366.6953125, 1650.2578125, 753.125, 1884.90625, 31, 16.5625, 1325
22.0,74.0,1631.46728515625, 1607.3984375, 1947.40625, 856.7578125, 2107.984375, 25, 26.0625, 304
22.0,80.5,1625.0543212890625, 1569.2890625, 1907.1640625, 842.59375, 2068.0859375, 25, 23.5, 809
25.0,79.0,1598.943359375, 1435.6640625, 1883.9375, 902.65625, 2048.7421875, 26, 25.6875, 276
15.5,78.5,1555.930908203125, 1376.96875, 1922.671875, 930.9921875, 2009.8515625, 19, 28.625, 212
24.0,75.0,1674.8360595703125, 1673.7109375, 1969.9453125, 847.09375, 2151.6640625, 26, 25.75, 466
25.0,81.5,1535.375244140625, 1292.7890625, 1823.7421875, 925.296875, 1966.5625, 25, 26.375, 112
31.5,77.5,1679.439697265625, 1731.171875, 1742.921875, 655.5078125, 2030.84375, 33, 8.125, 2766
18.5,79.0,1601.794189453125, 1447.140625, 1941.7109375, 918.5859375, 2062.953125, 22, 27.6875, 318
29.0,77.5,1503.3504638671875, 1217.0078125, 1748.9375, 929.796875, 1908.1015625, 27, 24.375, 223
22.0,73.5,1645.67626953125, 1600.421875, 1960.9453125, 874.0546875, 2122.9296875, 25, 27.3125, 48
19.5,80.0,1574.2886962890625, 1436.265625, 1897.703125, 891.8984375, 2029.578125, 23, 27.9375, 152
27.0,78.5,1517.2093505859375, 1225.453125, 1786.4296875, 946.7890625, 1936.078125, 26, 25.375, 160
30.5,76.5,1509.8656005859375, 1271.4921875, 1741.8671875, 899.203125, 1914.953125, 28, 23.75, 263
19.5,76.5,1594.879638671875, 1396.34375, 1927.796875, 947.3515625, 2050.7109375, 22, 26.875, 414
23.0,80.0,1607.3096923828125, 1549.2890625, 1903.59375, 848.3671875, 2069.71875, 26, 25.625, 428
11.5,76.5,1499.054931640625, 1324.1953125, 1848.90625, 882.640625, 1901.515625, 17, 21.5, 969
20.5,72.5,1676.1583251953125, 1560.0390625, 1975.2890625, 893.34375, 2110.21875, 22, 26.625, -22
22.5,76.0,1578.6982421875, 1487.71875, 1894.4296875, 881.53125, 2048.6484375, 25, 26.125, 382
11.5,78.5,1568.3341064453125, 1390.6015625, 1975.6484375, 935.578125, 2014.2734375, 13, 26.5625, 346
15.5,75.5,1585.6766357421875, 1432.2265625, 1933, 917.1953125, 2030.46875, 20, 25.75, 608
27.5,84.0,1395.4610595703125, 1126.875, 1658.015625, 882.0390625, 1769.828125, 25, 24.125, 166
18.5,78.5,1603.124755859375, 1438.265625, 1926.4453125, 917.296875, 2045.125, 22, 25.8125, 584
31.5,75.5,1478.31005859375, 1216.8125, 1702.3984375, 899.2109375, 1870.7890625, 28, 23.4375, 229
18.5,74.5,1609.2938232421875, 1443.2421875, 1962.4921875, 945.7265625, 2075.4375, 21, 26.5625, 512
26.0,84.0,1454.9766845703125, 1118.75, 1731.015625, 944.6875, 1849.21875, 24, 25.6875, 66
26.5,81.0,1494.932373046875, 1184.3359375, 1769.8125, 949.1171875, 1903.6328125, 25, 25.375, 118
12.5,77.5,1563.904052734375, 1367.8984375, 1920.2265625, 918.765625, 1981.1640625, 16, 24.4375, 752
26.5,78.5,1529.9412841796875, 1257.796875, 1803.046875, 942.5703125, 1953.890625, 26, 25.6875, 159
27.5,84.5,1406.2508544921875, 1113.671875, 1647.53125, 891.3828125, 1773.2265625, 26, 22.4375, 462
11.5,77.0,1495.6458740234375, 1291.125, 1880.125, 920.734375, 1918.90625, 15, 26.0625, 387
26.5,79.5,1522.61962890625, 1229.75, 1796.8203125, 949.7109375, 1940.5546875, 25, 25.4375, 139
19.5,80.5,1562.5118408203125, 1455.7265625, 1889.4765625, 874.0859375, 2014.5, 24, 26.6875, 269
27.5,79.5,1506.017822265625, 1206.5078125, 1771.1796875, 943.34375, 1915.5703125, 26, 25, 151
18.0,75.0,1595.0223388671875, 1391.6640625, 1948.0625, 963.34375, 2055.9296875, 21, 27.375, 480
26.0,82.5,1475.720458984375, 1153.9453125, 1753.5859375, 950.6484375, 1879.6953125, 24, 25.6875, 89
25.0,77.5,1632.8758544921875, 1513.765625, 1907.8359375, 887.671875, 2084.6796875, 27, 25, 432
18.5,79.5,1592.903076171875, 1434.109375, 1932.5234375, 915.8671875, 2052.9140625, 22, 28.1875, 185
25.0,79.5,1591.0574951171875, 1416.953125, 1877.0546875, 905.484375, 2037.9140625, 26, 25.875, 263
26.5,75.5,1648.161865234375, 1536.6640625, 1913.03125, 894.1015625, 2116.2890625, 29, 25.9375, 311
22.0,82.0,1590.1483154296875, 1452.25, 1893.671875, 888.953125, 2045.265625, 25, 27, 248
20.5,72.0,1702.1326904296875, 1622.1953125, 2004.2421875, 882.4453125, 2143.453125, 23, 26.625, -20
22.5,83.0,1564.55029296875, 1447.21875, 1854.0859375, 865.0546875, 2011.0390625, 25, 26.0625, 375
27.0,73.0,1757.7484130859375, 1796.2734375, 2023.90625, 847.7578125, 2266.1953125, 30, 26.6875, 293
25.0,75.0,1694.89306640625, 1695.359375, 1979.828125, 851.2890625, 2178.3671875, 27, 25.625, 417
34.0,75.5,1485.4893798828125, 1337.515625, 1566.46875, 659.6953125, 1766.3984375, 32, 0.0625, 3710
18.0,77.0,1580.536865234375, 1364.71875, 1913.203125, 949.1875, 2022.890625, 21, 26.125, 618
18.0,75.5,1573.5286865234375, 1340.4375, 1920.1015625, 970.34375, 2024.453125, 21, 27.75, 502
15.5,75.0,1608.97216796875, 1473.421875, 1948.1796875, 902.3125, 2046.7109375, 20, 24.5, 693
22.5,82.0,1561.07568359375, 1446.46875, 1849.40625, 864.3046875, 2009.7265625, 26, 26.0625, 364
27.5,80.0,1503.2091064453125, 1214.1015625, 1769.46875, 935.8828125, 1910.7578125, 25, 24.875, 141
20.0,75.0,1601.7586669921875, 1442.1796875, 1926.0234375, 924.2578125, 2056.15625, 23, 25.75, 522
23.5,77.0,1616.1201171875, 1506.546875, 1906.125, 884.34375, 2072.7265625, 26, 25.625, 478
29.0,77.0,1507.8580322265625, 1215.28125, 1751.7734375, 936.1640625, 1913.359375, 27, 24.5, 224
17.0,77.5,1607.6358642578125, 1426.921875, 1948.6015625, 935.8125, 2055.9140625, 21, 26.3125, 582
34.5,75.5,1595.46044921875, 1532.625, 1650.0625, 627.359375, 1866.6328125, 32, -3.8125, 4219
27.5,80.5,1504.7930908203125, 1227.609375, 1770.125, 929.1328125, 1911.7109375, 25, 24.8125, 142
19.5,75.0,1623.2171630859375, 1464.3671875, 1961.984375, 938.0078125, 2086.5234375, 22, 26.125, 522
26.0,81.5,1496.4525146484375, 1190.71875, 1777.5390625, 950.109375, 1907.9375, 24, 25.6875, 107
22.5,82.5,1580.8751220703125, 1450.9921875, 1862.234375, 869.2109375, 2024.203125, 26, 26, 338
24.0,84.5,1561.3431396484375, 1383.9375, 1860.1015625, 903.5, 2001.1015625, 25, 24.875, 327
20.5,84.5,1500.9283447265625, 1324.5390625, 1810.265625, 886.6484375, 1937.078125, 24, 25.75, 429
14.5,78.0,1592.186279296875, 1451.25, 1970.765625, 924.921875, 2046.296875, 18, 27, 529
22.0,84.5,1558.09326171875, 1390.8984375, 1831.59375, 871.015625, 1991.5390625, 25, 25.75, 530
18.0,77.5,1584.27734375, 1379.1796875, 1915.9140625, 941.2109375, 2027.09375, 21, 26.25, 563
22.5,81.0,1603.18701171875, 1536.515625, 1884.0703125, 841.390625, 2047.3203125, 26, 24.5, 615
25.0,84.5,1505.337158203125, 1207.9296875, 1794.75, 944.453125, 1919.0390625, 24, 26.0625, 88
30.5,75.5,1523.8492431640625, 1269.828125, 1762.6015625, 918.8671875, 1936.140625, 28, 24.125, 233
26.0,77.0,1618.3267822265625, 1458.6484375, 1890.6953125, 907.5390625, 2071.59375, 27, 25.8125, 257
21.0,77.0,1594.183837890625, 1444.984375, 1915.5, 911.6875, 2053.28125, 24, 27, 272
25.0,74.5,1722.4276123046875, 1774.828125, 2005.953125, 828.5703125, 2213.484375, 28, 25.375, 438
22.5,81.5,1556.24072265625, 1474.9765625, 1835.5859375, 830.2890625, 1999.7578125, 26, 24.5, 746
15.5,78.0,1583.004150390625, 1422.9375, 1954.640625, 931.859375, 2042.4765625, 19, 27.625, 400
24.0,75.5,1643.175048828125, 1582.5078125, 1937.9921875, 872.7109375, 2113.96875, 26, 25.9375, 408
26.0,82.0,1479.76318359375, 1167.7421875, 1761.265625, 950.0703125, 1887.359375, 24, 25.6875, 87
27.0,73.5,1746.9052734375, 1777.609375, 2011.0859375, 847.375, 2249.2578125, 30, 26.375, 308
30.0,75.0,1540.881103515625, 1284.9921875, 1785.953125, 928.671875, 1963.9140625, 28, 25.0625, 206
18.5,74.0,1612.6005859375, 1468.59375, 1955.140625, 924.9765625, 2071.46875, 22, 25.3125, 546
21.0,77.5,1594.4664306640625, 1447.4609375, 1912.3046875, 908.03125, 2053.234375, 24, 26.875, 306
26.0,73.5,1751.4384765625, 1840.6875, 2031.21875, 821.7734375, 2262.1484375, 29, 26.5, 237
21.0,72.5,1700.785400390625, 1617.5859375, 2000.75, 882.7578125, 2142.0390625, 23, 26.5625, -20
26.5,82.5,1479.921142578125, 1179.140625, 1752.015625, 935.21875, 1883.0234375, 25, 25.4375, 89
15.0,75.0,1591.510498046875, 1448.5703125, 1930.359375, 898.5234375, 2031.4453125, 21, 24.875, 530
34.0,75.0,1583.3558349609375, 1670.9765625, 1777.3828125, 703.6953125, 1983.4140625, 30, 13.25, 1633
31.5,75.0,1494.1212158203125, 1226.4453125, 1718.390625, 906.625, 1888.75, 28, 23.5625, 228
33.0,78.0,1970.4559326171875, 2395.8671875, 2015.6171875, 508.6875, 2320.390625, 34, -7.4375, 4877
13.0,75.0,1518.3187255859375, 1274.03125, 1858.5546875, 936.0703125, 1934.4140625, 19, 27, 65
28.0,77.0,1514.9920654296875, 1230.578125, 1771.28125, 941.4453125, 1936.28125, 27, 25.5, 190
21.0,72.0,1719.8125, 1689.6484375, 2030.40625, 865.59375, 2176.4609375, 23, 26.75, -14
30.5,75.0,1527.5213623046875, 1265.90625, 1770.03125, 926.21875, 1943.8125, 28, 24.625, 210
18.5,77.5,1576.7767333984375, 1373.7734375, 1918.75, 946.3125, 2032.65625, 22, 27.5, 380
22.5,73.0,1686.3746337890625, 1717.3046875, 2001.6328125, 843.609375, 2174.2734375, 26, 27.375, 44
18.5,78.0,1593.1229248046875, 1432.703125, 1935.640625, 924.78125, 2048.296875, 22, 26.8125, 455
19.0,75.5,1593.7320556640625, 1401.4140625, 1935.015625, 949.734375, 2050.0390625, 22, 26.6875, 561
18.5,75.5,1565.713623046875, 1342.21875, 1902.0078125, 955.59375, 2013.15625, 22, 26.6875, 585
13.5,75.0,1492.30615234375, 1275.890625, 1824.359375, 905.390625, 1909.90625, 20, 26.4375, 91
20.5,74.0,1638.95654296875, 1578, 1955.8125, 870.7890625, 2098.6015625, 24, 24.3125, 611
18.5,77.0,1588.7720947265625, 1393.1640625, 1927.3515625, 944.921875, 2041.9921875, 22, 26.375, 552
26.0,84.5,1441.955322265625, 1094.734375, 1716.8125, 947.015625, 1832.1484375, 23, 25.6875, 62
13.0,76.5,1601.45458984375, 1471.640625, 1951.8203125, 900.5234375, 2027.046875, 18, 23.4375, 905
15.0,77.5,1596.8707275390625, 1453.625, 1975.78125, 932.3515625, 2061.7421875, 19, 28.125, 366
34.5,76.5,1697.3905029296875, 1734.5234375, 1749.046875, 688.6328125, 2013.640625, 34, 0.0625, 3471
26.5,78.0,1556.366943359375, 1307.0234375, 1829.5625, 937.8828125, 1988.234375, 26, 25.6875, 176
19.5,76.0,1599.1614990234375, 1408.84375, 1936.65625, 947.75, 2058.7265625, 22, 26.75, 454
11.5,76.0,1378.853515625, 1037.9609375, 1700.4140625, 928.109375, 1763.59375, 16, 26.6875, 127
18.0,73.0,1594.1650390625, 1417.109375, 1919.765625, 911.484375, 2029.765625, 21, 27, -7
33.0,78.5,1810.9530029296875, 1859.515625, 1796.796875, 595.9453125, 2062.578125, 34, -17.0625, 6168
26.0,75.0,1680.8743896484375, 1637.625, 1955.7265625, 869.1796875, 2163.7890625, 29, 26.125, 366
10.0,76.0,1570.947021484375, 1298.71875, 1926.7421875, 943.703125, 1972.5078125, 14, 26.875, -32
20.0,79.0,1580.349853515625, 1414.5859375, 1904.921875, 914.140625, 2037.609375, 23, 27.875, 200
20.5,83.0,1564.3751220703125, 1402.140625, 1868.2734375, 890.46875, 2008.2578125, 24, 26.9375, 268
31.0,76.0,1492.2398681640625, 1243.890625, 1721.1171875, 899.7734375, 1892.703125, 28, 23.625, 241
18.5,83.5,1517.985107421875, 1272.671875, 1841.6875, 923.0234375, 1947.375, 22, 27.5, 88
